table_number,table_name,level,region,destino_turistico,ref_date,value
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Rancagua y alrededores,2017-05,12898.944444444443
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,"San Vicente, Rapel y Navidad",2017-05,2247.3333333333308
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Costa Maule,2017-05,9529.538461538457
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Talca y Valle del Río Maule,2017-05,9870.875
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Resto región,2017-05,22622.2
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Ñuble,Chillán y Ñuble,2017-05,24779.570370370366
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Ñuble,Quillón y alrededores,2017-05,1507.6923076923065
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Biobío,Concepción y alrededores,2017-05,46345.759868421046
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Biobío,Saltos del Laja,2017-05,17598.33333333334
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Biobío,Resto región,2017-05,11863.430155210643
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Araucanía Lacustre,2017-05,53943.55555555556
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Temuco y alrededores,2017-05,27825.14285714285
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Araucanía Andina,2017-05,5578.0
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Resto región,2017-05,5575.7
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Cuenca del Lago Ranco,2017-05,1946.5000000000016
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Siete Lagos,2017-05,5995.857142857148
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Valdivia y Corral,2017-05,33053.77380952381
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Chiloé,2017-05,18218.88235294113
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Lago Llanquihue y Todos los Santos,2017-05,49622.7
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Puerto Montt y alrededores,2017-05,30752.6
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Resto región,2017-05,25848.500000000004
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Aysén y Coyhaique,2017-05,17234.19196428571
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Carretera Austral Norte,2017-05,4210.0
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Carretera Austral Sur,2017-05,4389.318181818176
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Punta Arenas y Estrecho de Magallanes,2017-05,29890.8
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Torres del Paine y Puerto Natales,2017-05,10571.136363636368
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Resto región,2017-05,1136.7142857142862
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",national,,,2017-05,1578092.2260549425
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Arica y Parinacota,,2017-05,37645.2
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Tarapacá,,2017-05,66656.3111111111
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Antofagasta,,2017-05,147447.52000000008
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Atacama,,2017-05,39751.18888888889
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Coquimbo,,2017-05,69838.00000000004
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Valparaíso,,2017-05,157744.16896553733
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Metropolitana de Santiago,,2017-05,555523.0333333333
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Libertador Gral. Bernardo O’Higgins,,2017-05,33576.03174603174
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Maule,,2017-05,42022.61346153846
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Ñuble,,2017-05,26287.262678062674
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Biobío,,2017-05,75807.52335696504
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,La Araucanía,,2017-05,92922.3984126984
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Ríos,,2017-05,40996.13095238097
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Lagos,,2017-05,124442.6823529411
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Aysén del Gral. Carlos Ibáñez del Campo,,2017-05,25833.510146103883
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Magallanes y la Antártica Chilena,,2017-05,41598.65064935065
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Arica,2017-06,33264.0
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Camarones y Putre,2017-06,1126.0
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Iquique,2017-06,64528.0
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Resto región,2017-06,6462.955555555551
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Antofagasta,2017-06,58766.7
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Calama,2017-06,21794.100000000002
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,San Pedro de Atacama,2017-06,23084.399999999994
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Resto región,2017-06,5639.8
