table_number,table_name,level,region,destino_turistico,ref_date,value
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Resto región,2021-11,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",national,,,2021-11,1267219.556053216
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Arica y Parinacota,,2021-11,16640.8
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Tarapacá,,2021-11,79592.26666666666
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Antofagasta,,2021-11,102977.07999999999
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Atacama,,2021-11,53993.4
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Coquimbo,,2021-11,93617.66666666673
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Valparaíso,,2021-11,183607.62885360248
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Metropolitana de Santiago,,2021-11,320159.5666666667
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Libertador Gral. Bernardo O’Higgins,,2021-11,41665.436507936516
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Maule,,2021-11,51505.39999999999
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Ñuble,,2021-11,19792.21937321937
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Biobío,,2021-11,56812.26710234565
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,La Araucanía,,2021-11,42558.21746031747
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Ríos,,2021-11,47245.92857142858
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Lagos,,2021-11,105798.82039215682
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Aysén del Gral. Carlos Ibáñez del Campo,,2021-11,24702.879870129855
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Magallanes y la Antártica Chilena,,2021-11,26549.97792207792
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Arica,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Camarones y Putre,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Iquique,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Antofagasta,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Calama,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,San Pedro de Atacama,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Copiapó y Ojos del Salado,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Pan de Azúcar y Bahía Inglesa - Caldera,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Valle del Huasco,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,La Serena y Coquimbo,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,Valle del Elqui,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,"Valparaíso, Viña del Mar y Concón",2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Litoral de Los Poetas,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Litoral Norte,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Metropolitana de Santiago,Santiago urbano,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Metropolitana de Santiago,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Pichilemu y Paredones,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Valle de Colchagua,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Rancagua y alrededores,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,"San Vicente, Rapel y Navidad",2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Costa Maule,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Talca y Valle del Río Maule,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Ñuble,Chillán y Ñuble,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Ñuble,Quillón y alrededores,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Biobío,Concepción y alrededores,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Biobío,Saltos del Laja,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Biobío,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Araucanía Lacustre,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Temuco y alrededores,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Araucanía Andina,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Cuenca del Lago Ranco,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Siete Lagos,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Valdivia y Corral,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Chiloé,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Lago Llanquihue y Todos los Santos,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Puerto Montt y alrededores,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Aysén y Coyhaique,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Carretera Austral Norte,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Carretera Austral Sur,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Punta Arenas y Estrecho de Magallanes,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Torres del Paine y Puerto Natales,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Resto región,2021-12,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",national,,,2021-12,1271866.3692445012
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Arica y Parinacota,,2021-12,18936.6
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Tarapacá,,2021-12,68757.15555555557
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Antofagasta,,2021-12,91797.32
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Atacama,,2021-12,43784.53333333333
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Coquimbo,,2021-12,103544.9166666667
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Valparaíso,,2021-12,203145.78295388806
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Metropolitana de Santiago,,2021-12,315634.96666666673
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Libertador Gral. Bernardo O’Higgins,,2021-12,41206.8746031746
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Maule,,2021-12,59064.688461538455
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Ñuble,,2021-12,21694.227350427347
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Biobío,,2021-12,56713.397569728084
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,La Araucanía,,2021-12,47429.040476190465
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Ríos,,2021-12,47058.04166666668
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Lagos,,2021-12,92148.07686274506
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Aysén del Gral. Carlos Ibáñez del Campo,,2021-12,24918.10551948051
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Magallanes y la Antártica Chilena,,2021-12,36032.64155844156
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Arica,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Camarones y Putre,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Iquique,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Antofagasta,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Calama,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,San Pedro de Atacama,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Copiapó y Ojos del Salado,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Pan de Azúcar y Bahía Inglesa - Caldera,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Valle del Huasco,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,La Serena y Coquimbo,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,Valle del Elqui,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,"Valparaíso, Viña del Mar y Concón",2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Litoral de Los Poetas,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Litoral Norte,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Metropolitana de Santiago,Santiago urbano,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Metropolitana de Santiago,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Pichilemu y Paredones,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Valle de Colchagua,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Rancagua y alrededores,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,"San Vicente, Rapel y Navidad",2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Costa Maule,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Talca y Valle del Río Maule,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Ñuble,Chillán y Ñuble,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Ñuble,Quillón y alrededores,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Biobío,Concepción y alrededores,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Biobío,Saltos del Laja,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Biobío,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Araucanía Lacustre,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Temuco y alrededores,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Araucanía Andina,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Cuenca del Lago Ranco,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Siete Lagos,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Valdivia y Corral,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Chiloé,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Lago Llanquihue y Todos los Santos,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Puerto Montt y alrededores,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Aysén y Coyhaique,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Carretera Austral Norte,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Carretera Austral Sur,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Punta Arenas y Estrecho de Magallanes,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Torres del Paine y Puerto Natales,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Resto región,2022-01,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",national,,,2022-01,1880082.5416571551
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Arica y Parinacota,,2022-01,25209.800000000003
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Tarapacá,,2022-01,93346.04444444444
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Antofagasta,,2022-01,114648.62
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Atacama,,2022-01,65160.06666666665
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Coquimbo,,2022-01,134198.41666666672
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Valparaíso,,2022-01,292701.84213155246
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Metropolitana de Santiago,,2022-01,348933.5
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Libertador Gral. Bernardo O’Higgins,,2022-01,66429.21428571428
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Maule,,2022-01,107926.58846153846
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Ñuble,,2022-01,53451.91794871792
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Biobío,,2022-01,78413.1342114988
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,La Araucanía,,2022-01,124794.02063492063
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Ríos,,2022-01,90421.24404761907
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Lagos,,2022-01,179897.01313725483
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Aysén del Gral. Carlos Ibáñez del Campo,,2022-01,48815.558847402586
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Magallanes y la Antártica Chilena,,2022-01,55735.56017316017
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Arica,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Camarones y Putre,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Iquique,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Resto región,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Antofagasta,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Calama,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,San Pedro de Atacama,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Resto región,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Copiapó y Ojos del Salado,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Pan de Azúcar y Bahía Inglesa - Caldera,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Valle del Huasco,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,La Serena y Coquimbo,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,Valle del Elqui,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,Resto región,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,"Valparaíso, Viña del Mar y Concón",2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Litoral de Los Poetas,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Litoral Norte,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Resto región,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Metropolitana de Santiago,Santiago urbano,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Metropolitana de Santiago,Resto región,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Pichilemu y Paredones,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Valle de Colchagua,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,Rancagua y alrededores,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Libertador Gral. Bernardo O’Higgins,"San Vicente, Rapel y Navidad",2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Costa Maule,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Talca y Valle del Río Maule,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Maule,Resto región,2022-02,
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Ñuble,Chillán y Ñuble,2022-02,
