Airline ID,Departure,Destination,distance_km,distance_mi
JY,EIS,DOM,471.9,293.2
JY,EIS,SDQ,540.7,336.0
JY,EIS,SJU,153.9,95.6
JY,EIS,STT,47.0,29.2
JY,EIS,STX,86.9,54.0
JY,EIS,SXM,158.0,98.2
JY,GDT,SLX,13.8,8.6
JY,KIN,MBJ,134.6,83.7
JY,SDQ,SXM,694.1,431.3
JZ,GGR,BSA,,
JZ,HGA,BSA,586.9,364.7
JZ,HGA,GGR,,
JZ,HGA,JIB,247.4,153.8
JZ,MGQ,GGR,,
JZ,MGQ,GLK,581.1,361.1
JZ,MGQ,KMU,413.3,256.8
K6,KOS,PEK,3519.8,2187.1
K6,KOS,SGN,330.5,205.4
K6,PNH,CAN,1592.3,989.4
K6,PNH,HAK,1109.2,689.2
K6,PNH,KOS,170.0,105.6
K6,REP,CGO,2555.1,1587.6
K6,REP,DAD,555.1,344.9
K6,REP,HGH,2531.2,1572.8
K6,REP,NNG,1121.5,696.9
K7,HEH,LIW,125.4,77.9
K7,HEH,LSH,267.1,166.0
K7,HEH,NYU,199.2,123.8
K7,HEH,THL,328.4,204.1
K7,MDL,HEH,135.7,84.3
K7,MDL,KMV,257.9,160.3
K7,MDL,MYT,432.6,268.8
K7,MDL,RGN,533.4,331.5
K7,RGN,AKY,496.8,308.7
K7,RGN,HEH,432.5,268.8
K7,RGN,LIW,330.0,205.0
K7,RGN,MGZ,564.2,350.6
K7,RGN,NYT,302.1,187.7
K7,RGN,NYU,491.5,305.4
K7,RGN,THL,564.3,350.7
K7,RGN,TVY,382.6,237.7
K7,SNW,AKY,238.8,148.4
K7,TVY,KAW,452.3,281.1
KA,HKG,DVO,2104.9,1307.9
KA,HKG,HND,2902.5,1803.5
KA,HKG,KNO,2632.9,1636.0
KA,HKG,KTM,2932.4,1822.1
KA,HKG,KUL,2543.1,1580.2
KA,HKG,NNG,591.1,367.3
KA,HKG,TNA,1648.6,1024.4
KB,GAU,SIN,3056.2,1899.0
KB,PBH,BKK,1925.6,1196.5
KB,PBH,BUT,131.7,81.8
KB,PBH,DEL,1216.2,755.7
KB,PBH,GLU,117.9,73.3
KB,YON,GLU,,
KC,ALA,DME,3080.9,1914.4
KC,ALA,DXB,2814.3,1748.7
KC,ALA,SSH,4158.9,2584.2
KC,TSE,CDG,4745.1,2948.5
KC,TSE,DME,2263.6,1406.6
KC,TSE,DXB,3176.9,1974.0
KC,TSE,ICN,4513.5,2804.5
KC,TSE,KZN,1551.6,964.1
KC,TSE,SSH,4014.9,2494.7
KC,TSE,TBS,2268.2,1409.4
KC,TSE,URA,1387.4,862.1
KC,URA,FRA,2992.6,1859.5
KE,ICN,BCN,9594.2,5961.6
KE,ICN,BOS,10963.6,6812.5
KE,ICN,CRK,2544.9,1581.3
KE,ICN,CXR,3311.2,2057.5
KE,ICN,DEL,4652.5,2890.9
KE,ICN,DLI,3379.9,2100.2
KE,ICN,FCO,8965.6,5570.9
KE,ICN,HFE,1048.7,651.6
KE,ICN,KWE,2208.7,1372.4
KE,ICN,OKA,1258.6,782.0
KE,ICN,URC,3331.0,2069.8
KE,ICN,WEH,374.6,232.8
KE,ICN,ZAG,8445.1,5247.6
KE,ICN,ZRH,8743.1,5432.7
KE,PUS,DAD,2962.2,1840.6
KE,PUS,ICN,338.3,210.2
KE,PUS,TPE,1344.5,835.5
KF,CRL,FDF,7032.5,4369.8
KF,CRL,PTP,6928.4,4305.1
KF,FDF,PTP,194.6,120.9
KK,BAH,TZX,1916.9,1191.1
KK,ADA,BEY,352.0,218.7
KK,ADA,IKA,1433.1,890.5
KK,ADB,IKA,2152.6,1337.5
KK,IST,AMS,2183.8,1356.9
KK,IST,BAH,2608.4,1620.8
KK,IST,BEG,790.6,491.2
KK,IST,BEY,1018.9,633.1
KK,IST,BGW,1630.4,1013.1
KK,IST,CDG,2213.6,1375.5
KK,IST,CIT,3344.6,2078.2
KK,IST,DUS,2011.2,1249.7
KK,IST,EVN,1322.7,821.9
KK,IST,JED,2387.5,1483.5
KK,IST,KWI,2191.4,1361.7
KK,IST,MCX,1566.7,973.5
KK,IST,MED,2117.8,1315.9
KK,IST,SCO,1846.1,1147.1
KK,IST,STN,2455.8,1526.0
KK,IST,TLV,1165.7,724.3
KL,AMS,AGP,1883.7,1170.5
KL,AMS,ALC,1613.2,1002.4
KL,AMS,BHD,748.6,465.1
KL,AMS,BIO,1152.5,716.1
KL,AMS,BLR,7693.5,4780.5
KL,AMS,BOG,8841.1,5493.6
KL,AMS,BON,7792.4,4841.9
KL,AMS,CTA,1834.9,1140.1
KL,AMS,CTG,8430.8,5238.6
KL,AMS,DAR,7345.0,4564.0
KL,AMS,DRS,633.4,393.6
KL,AMS,DUB,750.2,466.1
KL,AMS,EBB,6358.0,3950.7
KL,AMS,FOR,7441.9,4624.2
KL,AMS,GDN,936.6,582.0
KL,AMS,GOA,927.7,576.4
KL,AMS,GRZ,968.1,601.5
KL,AMS,GYE,9834.2,6110.7
KL,AMS,INV,808.5,502.4
KL,AMS,KRK,1073.6,667.1
KL,AMS,LAS,8597.1,5342.0
KL,AMS,MPL,972.8,604.5
KL,AMS,MXP,796.6,495.0
KL,AMS,NAP,1461.1,907.9
KL,AMS,OPO,1595.0,991.1
KL,AMS,TRN,818.0,508.3
KL,AMS,VLC,1481.1,920.3
KL,AMS,VXO,820.5,509.9
KL,AMS,WRO,845.0,525.0
KL,AMS,YEG,6954.3,4321.2
KL,AMS,ZAG,1098.9,682.8
KL,ANR,LCY,307.9,191.3
KL,BAH,KWI,420.4,261.2
KL,BOG,CTG,655.9,407.5
KL,DMM,MCT,912.7,567.1
KL,LAD,WDH,1580.8,982.3
KM,CAG,LGW,1505.4,935.4
KM,CTA,VIE,1189.8,739.3
KM,MLA,AGP,1701.0,1056.9
KM,MLA,CAG,608.9,378.3
KM,MLA,CAI,1699.8,1056.2
KM,MLA,CMN,2034.0,1263.9
KM,MLA,KBP,2081.2,1293.2
KM,MLA,LEJ,1740.1,1081.2
KM,MLA,LIS,2107.3,1309.4
KM,MLA,PMO,285.7,177.5
KM,MLA,SEN,2061.1,1280.7
KM,MLA,TUN,396.3,246.2
KM,MLA,TLV,1927.0,1197.4
KN,CAN,WDS,1049.4,652.1
KN,CSX,CIH,896.1,556.8
KN,DAT,INC,,
KN,DSN,CSX,1294.0,804.1
KN,DSN,CTU,1127.1,700.3
KN,DSN,NKG,1183.7,735.5
KN,DSN,SJW,439.5,273.1
KN,FUO,DOY,1694.4,1052.8
KN,FUO,FOC,738.4,458.8
KN,FUO,HAK,442.1,274.7
KN,FUO,HFE,1052.9,654.3
KN,FUO,HZG,1256.3,780.6
KN,FUO,PVG,1244.3,773.1
KN,FUO,SJW,1696.9,1054.4
KN,FUO,SQJ,607.8,377.7
KN,FUO,WDS,1078.4,670.1
KN,FUO,WNZ,947.4,588.7
KN,FUO,XAI,,
KN,FUO,XFN,1011.1,628.3
KN,HAK,TEN,891.5,554.0
KN,HLD,HLH,372.4,231.4
KN,HUZ,SQD,681.7,423.6
KN,KMG,LNL,1004.8,624.4
KN,MDG,YKH,737.8,458.5
KN,PKX,ACX,1927.7,1197.8
KN,PKX,AVA,1768.7,1099.0
KN,PKX,BAV,558.3,346.9
KN,PKX,BFJ,1695.5,1053.5
KN,PKX,CAN,1816.0,1128.4
KN,PKX,CIF,368.6,229.0
KN,PKX,CIH,463.3,287.9
KN,PKX,CTU,1505.2,935.3
KN,PKX,DAT,257.6,160.1
KN,PKX,DBC,858.4,533.4
KN,PKX,DOY,303.8,188.8
KN,PKX,DSN,561.8,349.1
KN,PKX,ENY,679.7,422.3
KN,PKX,FUG,739.5,459.5
KN,PKX,HAK,2249.8,1398.0
KN,PKX,HET,417.2,259.2
KN,PKX,HFE,863.2,536.4
KN,PKX,HJJ,1478.1,918.5
KN,PKX,HLH,871.7,541.7
KN,PKX,HNY,1444.7,897.7
KN,PKX,HRB,1052.8,654.2
KN,PKX,HUZ,1838.2,1142.2
KN,PKX,HZG,1086.4,675.1
KN,PKX,INC,,
KN,PKX,IQN,877.7,545.4
KN,PKX,JUH,982.0,610.2
KN,PKX,JUZ,1194.4,742.2
KN,PKX,LCX,1538.7,956.1
KN,PKX,LDS,1364.2,847.7
KN,PKX,LLF,1530.9,951.3
KN,PKX,LNL,1139.5,708.1
KN,PKX,LYG,590.9,367.2
KN,PKX,LYI,526.9,327.4
KN,PKX,NDG,1051.0,653.1
KN,PKX,NGB,1171.1,727.7
KN,PKX,NNY,801.6,498.1
KN,PKX,PVG,1050.6,652.8
KN,PKX,RIZ,523.8,325.5
KN,PKX,RLK,752.3,467.5
KN,PKX,SHA,1026.1,637.6
KN,PKX,SQD,1245.8,774.1
KN,PKX,SQJ,1460.8,907.7
KN,PKX,SZX,1892.0,1175.6
KN,PKX,TEN,1448.9,900.3
KN,PKX,TGO,659.0,409.5
KN,PKX,UCB,332.9,206.9
KN,PKX,URC,2438.2,1515.0
KN,PKX,UYN,603.4,375.0
KN,PKX,WDS,914.2,568.0
KN,PKX,WEH,569.2,353.7
KN,PKX,WUA,823.1,511.4
KN,PKX,WUZ,1850.0,1149.6
KN,PKX,XFN,898.4,558.2
KN,PKX,XIL,491.3,305.3
KN,PKX,XMN,1671.9,1038.9
KN,PKX,YIE,912.1,566.7
KN,PKX,YKH,519.2,322.6
KN,PKX,YNT,491.4,305.3
KN,PKX,YNZ,756.6,470.1
KN,SJW,PVG,1024.9,636.9
KN,SJW,SZX,1741.3,1082.0
KN,SJW,ZUH,1814.0,1127.2
KN,SZX,FUG,1154.5,717.4
KN,SZX,RIZ,1516.6,942.4
KN,TSN,PVG,975.3,606.0
KN,TSN,SHA,952.8,592.1
KN,UYN,JIC,630.9,392.0
KN,YIE,NZH,314.9,195.7
KN,YNT,FUK,924.4,574.4
KO,ARH,KSZ,480.9,298.8
KO,DME,UCT,1269.5,788.8
KO,DME,USK,1570.8,976.1
KO,NNM,KVX,1033.1,641.9
KO,SCW,DME,1019.1,633.3
KO,SCW,INA,666.8,414.3
KO,SCW,KSZ,225.1,139.9
KO,SCW,KUF,906.3,563.1
KO,SCW,LED,1132.9,703.9
KO,SCW,PEE,505.8,314.3
KO,SCW,PEX,496.8,308.7
KO,SCW,UCT,261.7,162.6
KO,SCW,UFA,841.3,522.7
KO,SCW,USK,580.0,360.4
KO,SCW,UTS,426.8,265.2
KO,SCW,VKT,899.9,559.2
KO,USK,LED,1519.9,944.4
KO,USK,TJM,1064.8,661.6
KO,USK,UCT,319.2,198.3
KO,USK,UFA,1275.4,792.5
KP,ACC,FNA,1475.9,917.1
KP,ACC,ROB,1129.8,702.0
KP,BJL,FNA,646.5,401.7
KP,BJL,ROB,1048.0,651.2
KP,BKO,CKY,699.9,434.9
KP,BZV,FIH,26.0,16.1
KP,DLA,BGF,976.8,606.9
KP,DLA,LOS,763.9,474.7
KP,DLA,NDJ,1076.3,668.8
KP,DSS,ABJ,1778.3,1105.0
KP,DSS,OXB,344.7,214.2
KP,FNA,BJL,646.5,401.7
KP,LBV,DLA,395.9,246.0
KP,LBV,FIH,859.8,534.3
KP,LFW,ABJ,582.0,361.6
KP,LFW,ABV,733.7,455.9
KP,LFW,ACC,169.1,105.1
KP,LFW,BKO,1232.9,766.1
KP,LFW,COO,126.7,78.7
KP,LFW,DLA,967.8,601.3
KP,LFW,DSS,2214.2,1375.8
KP,LFW,FIH,1964.3,1220.6
KP,LFW,LBV,1105.5,686.9
KP,LFW,LOS,232.9,144.7
KP,LFW,OUA,752.0,467.3
KP,LOS,ABJ,814.8,506.3
KP,LOS,DLA,763.9,474.7
KP,LOS,LBV,958.9,595.8
KP,LOS,NSI,965.3,599.8
KP,NDJ,ABV,917.7,570.2
KP,NDJ,NSI,1010.6,628.0
KP,NIM,COO,792.5,492.4
KP,NIM,OUA,419.8,260.8
KP,NSI,ABV,754.9,469.1
KP,NSI,LBV,433.9,269.6
KQ,APL,LLW,610.1,379.1
KQ,BZV,LAD,558.8,347.2
KQ,CPT,LVI,1933.3,1201.3
KQ,CPT,VFA,1905.4,1184.0
KQ,DSS,ABJ,1778.3,1105.0
KQ,DSS,BKO,1014.1,630.1
KQ,DLA,BGF,976.8,606.9
KQ,DLA,COO,853.3,530.2
KQ,FNA,ROB,409.6,254.5
KQ,HAH,TNR,925.1,574.8
KQ,NBO,BGF,2141.9,1330.9
KQ,NBO,CPT,4100.1,2547.7
KQ,NBO,FCO,5399.9,3355.3
KQ,NBO,GVA,6087.4,3782.6
KQ,NBO,HAH,1334.2,829.0
KQ,NBO,JFK,11837.1,7355.2
KQ,NBO,VFA,2223.8,1381.8
KQ,NSI,LBV,433.9,269.6
KR,PNH,BKK,503.9,313.1
KR,PNH,MFM,1501.2,932.8
KR,PNH,KOS,170.0,105.6
KR,REP,KOS,315.4,196.0
KS,CDB,SDP,140.0,87.0
KU,KWI,AMD,2549.5,1584.2
KU,KWI,BLR,3544.0,2202.1
KU,KWI,CDG,4405.0,2737.2
KU,KWI,GVA,4076.4,2533.0
KU,KWI,GYD,1264.1,785.5
KU,KWI,MED,969.9,602.7
KU,KWI,MHD,1339.7,832.5
KU,KWI,MNL,7602.4,4723.9
KU,KWI,MUC,3735.9,2321.4
KU,KWI,MXP,3863.7,2400.8
KW,YNY,CJU,542.6,337.2
KW,YNY,KKJ,514.8,319.9
KW,YNY,PUS,321.3,199.7
KX,GCM,RTB,639.1,397.1
KY,BSD,ZUH,1486.7,923.8
KY,CGQ,SJW,1116.8,693.9
KY,CIH,KWE,1234.5,767.1
KY,CIH,XMN,1386.4,861.5
KY,CKG,BSD,901.6,560.3
KY,CSX,CTU,936.6,582.0
KY,CSX,DIG,1329.8,826.3
KY,CSX,JHG,1431.3,889.4
KY,CSX,TAO,1121.4,696.8
KY,CSX,TYN,1064.2,661.3
KY,KMG,BSD,378.8,235.4
KY,KMG,DIG,440.9,273.9
KY,KMG,HKT,1951.4,1212.5
KY,KMG,HUZ,1206.2,749.5
KY,KMG,LNJ,330.8,205.6
KY,KMG,LUM,450.8,280.1
KY,KMG,RGN,1151.8,715.7
KY,KMG,SJW,1836.9,1141.4
KY,KMG,SYM,325.5,202.3
KY,KMG,TCZ,448.1,278.4
KY,KMG,UTP,1395.9,867.4
KY,KMG,WMT,453.7,281.9
KY,KMG,WNZ,1808.9,1124.0
KY,KMG,YCU,1358.0,843.8
KY,KMG,ZAT,260.6,161.9
KY,NKG,BSD,2061.0,1280.6
KY,NKG,WMT,1284.6,798.2
KY,TCZ,KWE,851.5,529.1
KY,TCZ,NKG,2128.6,1322.6
KY,TCZ,XIY,1447.9,899.7
KY,TCZ,ZUH,1552.4,964.6
KY,TYN,CIH,172.5,107.2
KY,TYN,KWE,1360.9,845.6
KY,TYN,NNG,1736.4,1078.9
KY,TYN,WUH,787.7,489.5
KY,TYN,XMN,1557.8,968.0
L6,BKO,DSS,1014.1,630.1
L6,CKY,BKO,699.9,434.9
L6,CKY,DSS,679.9,422.5
L6,CKY,FNA,116.2,72.2
L6,NDB,CMN,1666.6,1035.6
L6,NKC,DSS,421.5,261.9
L6,NKC,TUN,3284.0,2040.6
LA,AEP,FTE,2068.5,1285.3
LA,AEP,GRU,1694.0,1052.6
LA,ANF,CCP,1503.1,934.0
LA,ASU,GRU,1136.7,706.3
LA,BOG,CUN,2277.8,1415.3
LA,BOG,VCP,4254.0,2643.3
LA,CLO,CTG,773.1,480.4
LA,EZE,ASU,1070.0,664.8
LA,EZE,BSB,2358.2,1465.3
LA,EZE,BRC,1309.0,813.4
LA,EZE,IGR,1082.6,672.7
LA,EZE,REC,3822.3,2375.1
LA,EZE,SSA,3173.7,1972.1
LA,EZE,USH,2350.3,1460.4
LA,FTE,USH,567.2,352.4
LA,GRU,TLV,10607.0,6590.9
LA,LIM,ANF,1452.6,902.6
LA,LIM,ASU,2528.5,1571.1
LA,LIM,AYP,340.0,211.3
LA,LIM,BCN,10005.5,6217.1
LA,LIM,CLO,1732.7,1076.6
LA,LIM,CTG,2504.2,1556.0
LA,LIM,GIG,3776.7,2346.7
LA,LIM,JAE,737.8,458.4
LA,LIM,JAU,180.5,112.2
LA,LIM,MCO,4520.6,2808.9
LA,LIM,MDE,2030.9,1261.9
LA,LIM,MDZ,2464.4,1531.3
LA,LIM,MVD,3310.5,2057.0
LA,LIM,ROS,2856.0,1774.6
LA,LIM,SLA,1879.4,1167.8
LA,LIM,SJO,2570.5,1597.2
LA,LIM,TUC,2070.8,1286.8
LA,LIM,TYL,944.7,587.0
LA,MDE,ADZ,992.4,616.6
LA,MDE,BAQ,530.1,329.4
LA,MDE,CTG,475.8,295.6
LA,MDE,SMR,566.3,351.9
LA,MIA,UIO,2889.9,1795.7
LA,MPN,RGL,748.2,464.9
LA,PUQ,CCP,1812.8,1126.4
LA,PUQ,PNT,186.6,116.0
LA,SCL,BSB,3009.5,1870.0
LA,SCL,CUZ,2211.1,1373.9
LA,SCL,LAX,8986.7,5584.1
LA,SCL,LPB,1894.8,1177.4
LA,SCL,MEL,11295.4,7018.6
LA,SCL,MHC,1027.4,638.4
LA,SCL,NQN,661.3,410.9
LA,SCL,POA,1890.8,1174.9
LA,SCL,ROS,932.3,579.3
LA,SCL,USH,2393.1,1487.0
LA,SCL,TUC,910.3,565.6
LA,SCL,VVI,1910.3,1187.0
LA,SCL,ZAL,725.4,450.7
LG,LUX,HAM,516.3,320.8
LH,ABV,PHC,445.2,276.6
LH,BAH,RUH,420.7,261.4
LH,FRA,AGA,2656.3,1650.6
LH,FRA,ALC,1493.3,927.9
LH,FRA,BOD,906.0,562.9
LH,FRA,BRI,1175.0,730.1
LH,FRA,BZG,733.3,455.6
LH,FRA,CLJ,1170.3,727.2
LH,FRA,CPT,9392.3,5836.1
LH,FRA,CTA,1490.1,925.9
LH,FRA,FNC,2836.0,1762.2
LH,FRA,GLA,1083.6,673.3
LH,FRA,GOA,625.2,388.5
LH,FRA,KEF,2401.2,1492.0
LH,FRA,KIV,1534.8,953.7
LH,FRA,LUX,175.7,109.2
LH,FRA,NBO,6316.6,3925.0
LH,FRA,PAD,175.8,109.2
LH,FRA,PNA,1123.2,697.9
LH,FRA,PTY,9090.3,5648.4
LH,FRA,RAK,2467.8,1533.4
LH,FRA,SAN,9378.0,5827.2
LH,FRA,SCQ,1518.6,943.6
LH,FRA,SJO,9354.5,5812.6
LH,FRA,SVQ,1815.1,1127.9
LH,FRA,TAO,8325.2,5173.1
LH,FRA,TIA,1288.6,800.7
LH,FRA,TPA,7739.0,4808.8
LH,FRA,TRS,593.1,368.5
LH,FRA,TSR,1059.1,658.1
LH,MUC,ALC,1496.8,930.0
LH,MUC,DEB,738.2,458.7
LH,MUC,DEN,8386.7,5211.3
LH,MUC,EDI,1330.3,826.6
LH,MUC,GRY,2645.3,1643.7
LH,MUC,HRG,3025.0,1879.6
LH,MUC,KIX,9239.4,5741.1
LH,MUC,KTW,577.6,358.9
LH,MUC,LCJ,659.6,409.9
LH,MUC,NCL,1186.2,737.1
LH,MUC,NTE,1009.1,627.0
LH,MUC,OPO,1790.3,1112.4
LH,MUC,RAK,2499.0,1552.8
LH,MUC,RZE,767.6,476.9
LH,MUC,SIN,10058.4,6250.0
LH,MUC,SVQ,1877.0,1166.3
LH,MUC,SXB,307.3,191.0
LH,MUC,TLL,1492.1,927.1
LH,SSG,LOS,674.1,418.8
LI,ANU,POS,729.0,453.0
LI,ANU,STT,362.3,225.1
LI,BGI,POS,341.0,211.9
LI,BGI,PTP,417.1,259.2
LI,EIS,SKB,230.6,143.3
LI,POS,OGL,551.0,342.4
LJ,CJU,CJJ,368.0,228.7
LJ,CJU,KWJ,181.5,112.8
LJ,CJU,PUS,291.2,180.9
LJ,CJU,XIY,1637.1,1017.2
LJ,ICN,BKI,3661.1,2274.9
LJ,ICN,DAD,2981.0,1852.3
LJ,ICN,FUK,563.3,350.0
LJ,ICN,HAN,2684.2,1667.9
LJ,ICN,JHB,4615.2,2867.8
LJ,ICN,KIX,860.3,534.6
LJ,ICN,KKJ,577.6,358.9
LJ,ICN,KLO,2896.3,1799.7
LJ,ICN,NRT,1256.9,781.0
LJ,ICN,TPE,1463.7,909.5
LJ,PUS,BKK,3698.0,2297.8
LJ,PUS,CEB,2810.9,1746.6
LJ,PUS,CRK,2375.1,1475.8
LJ,PUS,DAD,2962.2,1840.6
LJ,PUS,GUM,2889.4,1795.4
LJ,PUS,KIX,581.7,361.5
LJ,PUS,KKJ,242.7,150.8
LJ,PUS,OKA,1006.5,625.4
LK,VTE,LPQ,216.4,134.5
LK,VTE,LXG,352.9,219.3
LK,VTE,NEU,313.0,194.5
LK,VTE,ODY,305.5,189.8
LK,VTE,PCQ,412.8,256.5
LK,VTE,PKZ,467.4,290.4
LK,VTE,XKH,174.2,108.2
LK,XKH,LPQ,115.6,71.9
LM,ABZ,BRS,647.9,402.6
LM,ABZ,EBJ,687.1,426.9
LM,ABZ,EMA,489.2,303.9
LM,ABZ,HAU,493.9,306.9
LM,ABZ,NCL,242.7,150.8
LM,ABZ,OSL,830.2,515.9
LM,ABZ,SEN,653.4,406.0
LM,BOH,GCI,159.1,98.8
LM,BOH,JER,176.6,109.7
LM,CAX,BHD,199.6,124.0
LM,CAX,DUB,281.3,174.8
LM,CAX,SEN,440.8,273.9
LM,DND,STN,550.3,341.9
LM,EDI,BGO,697.4,433.3
LM,EDI,ILY,182.6,113.5
LM,EDI,IOM,222.4,138.2
LM,EDI,NWI,472.8,293.8
LM,EDI,SVG,629.4,391.1
LM,EDI,WIC,279.5,173.7
LM,EMA,BRU,452.9,281.4
LM,EMA,INV,551.5,342.7
LM,GLA,BEB,253.0,157.2
LM,GLA,BRR,224.9,139.8
LM,GLA,CAL,92.3,57.3
LM,GLA,CFN,263.0,163.4
LM,GLA,DUS,896.2,556.9
LM,GLA,LDY,195.1,121.2
LM,GLA,ILY,116.0,72.1
LM,GLA,TRE,166.1,103.2
LM,INV,DUB,479.1,297.7
LM,INV,KOI,171.0,106.2
LM,INV,MAN,479.0,297.6
LM,INV,SYY,154.4,95.9
LM,KOI,ABZ,199.6,124.0
LM,KOI,EDI,335.6,208.5
LM,KOI,GLA,355.1,220.7
LM,LSI,ABZ,302.2,187.8
LM,LSI,EDI,453.7,281.9
LM,LSI,GLA,482.5,299.8
LM,LSI,KOI,137.0,85.1
LM,LDY,MAN,369.1,229.3
LM,LDY,SEN,648.6,403.0
LM,NCL,BRU,618.1,384.0
LM,NCL,SVG,615.6,382.5
LM,NWI,MAN,249.6,155.1
LM,SYY,BEB,102.0,63.4
LM,SYY,EDI,308.8,191.9
LM,SYY,GLA,284.8,176.9
LN,BEN,SEB,798.0,495.9
LN,MJI,AMM,2134.8,1326.5
LN,MJI,GHT,913.7,567.8
LN,MJI,HBE,1563.9,971.7
LN,MJI,IST,1655.2,1028.5
LN,MJI,MIR,393.7,244.6
LN,MJI,SFA,313.3,194.7
LN,MRA,IST,,
LO,AJR,ARN,664.0,412.6
LO,AJR,GEV,184.6,114.7
LO,BUD,ICN,8137.5,5056.4
LO,BUD,JFK,7016.5,4359.8
LO,BUD,LCY,1455.0,904.1
LO,BUD,ORD,7769.2,4827.6
LO,GDN,KRK,486.5,302.3
LO,GDN,TLV,2805.1,1743.0
LO,KRK,BUD,296.9,184.5
LO,KRK,ORD,7606.7,4726.6
LO,KRK,SZY,386.7,240.3
LO,KRK,TLV,2364.7,1469.4
LO,LUZ,TLV,2358.2,1465.3
LO,RZE,TLV,2276.0,1414.2
LO,TLL,ARN,390.6,242.7
LO,TLL,BRU,1591.5,988.9
LO,TLL,CPH,839.0,521.3
LO,TLL,KBP,1079.3,670.6
LO,TLL,VIE,1366.8,849.3
LO,TLL,VNO,532.1,330.6
LO,VNO,LCY,1711.3,1063.4
LO,WAW,BEY,2347.2,1458.5
LO,WAW,BLL,867.8,539.2
LO,WAW,BZG,226.7,140.9
LO,WAW,CLJ,629.6,391.2
LO,WAW,DBV,1086.9,675.4
LO,WAW,DEL,5262.3,3269.8
LO,WAW,DME,1166.3,724.7
LO,WAW,EWR,6866.4,4266.6
LO,WAW,GOT,824.5,512.3
LO,WAW,HAJ,766.9,476.5
LO,WAW,HRK,1097.6,682.0
LO,WAW,ICN,7726.2,4800.8
LO,WAW,IEG,352.6,219.1
LO,WAW,IEV,687.6,427.3
LO,WAW,KGD,303.9,188.9
LO,WAW,KIV,817.2,507.8
LO,WAW,KUN,373.0,231.8
LO,WAW,KSC,390.0,242.3
LO,WAW,LAX,9658.5,6001.5
LO,WAW,LCY,1433.7,890.9
LO,WAW,LUX,1071.2,665.6
LO,WAW,LUZ,158.3,98.4
LO,WAW,MIA,8490.7,5275.9
LO,WAW,NUE,754.4,468.7
LO,WAW,NRT,8613.1,5352.0
LO,WAW,OSL,1074.5,667.7
LO,WAW,OZH,1128.6,701.3
LO,WAW,PKX,6979.6,4336.9
LO,WAW,SIN,9413.8,5849.5
LO,WAW,SKP,1135.7,705.7
LO,WAW,STR,916.0,569.2
LO,WAW,TGD,1098.0,682.3
LO,WAW,TSE,3419.4,2124.7
LO,WAW,TXL,523.0,325.0
LO,WAW,VCE,971.3,603.6
LO,WAW,ZAG,798.3,496.0
LO,WRO,TLV,2582.9,1605.0
LQ,KOS,CAN,1754.9,1090.4
LQ,KOS,CGO,2856.5,1774.9
LQ,KOS,CSX,2198.5,1366.1
LQ,KOS,FOC,2398.9,1490.6
LQ,KOS,KHN,2400.3,1491.5
LQ,KOS,KMG,1616.5,1004.5
LQ,KOS,KWE,1805.3,1121.8
LQ,KOS,MFM,1666.8,1035.7
LQ,KOS,SWA,1985.0,1233.4
LQ,KOS,XIY,2704.3,1680.4
LQ,MFM,ROR,2782.0,1728.7
LQ,PNH,BKK,503.9,313.1
LQ,PNH,HKG,1536.1,954.5
LQ,PNH,KOS,170.0,105.6
LQ,REP,CSX,1910.2,1186.9
LQ,REP,CTU,1909.0,1186.2
LQ,REP,KOS,315.4,196.0
LQ,REP,NKG,2551.3,1585.3
LQ,REP,NNG,1121.5,696.9
LQ,REP,PNH,235.6,146.4
LQ,REP,SJW,2966.7,1843.4
LQ,REP,TNA,2928.1,1819.4
LQ,REP,TYN,2843.3,1766.7
LQ,REP,WUH,2205.7,1370.6
LS,BHX,ACE,2790.2,1733.7
LS,BHX,AGP,1767.7,1098.4
LS,BHX,ALC,1578.5,980.8
LS,BHX,AYT,3060.4,1901.6
LS,BHX,FAO,1784.0,1108.5
LS,BHX,FCO,1582.9,983.6
LS,BHX,FNC,2506.5,1557.4
LS,BHX,FUE,2850.0,1770.9
LS,BHX,KRK,1515.4,941.6
LS,BHX,LPA,2951.2,1833.8
LS,BHX,PFO,3340.1,2075.5
LS,BHX,PMI,1475.2,916.6
LS,BHX,PRG,1141.2,709.1
LS,BHX,TFS,2978.2,1850.6
LS,BFS,FNC,2578.6,1602.3
LS,BFS,FUE,2978.5,1850.7
LS,BFS,LPA,3063.0,1903.3
LS,EDI,ACE,3110.3,1932.7
LS,EDI,FNC,2785.3,1730.7
LS,EDI,FUE,3169.3,1969.3
LS,EDI,LPA,3259.4,2025.3
LS,EDI,TFS,3276.3,2035.8
LS,EMA,FUE,2900.0,1802.0
LS,GLA,AYT,3368.2,2092.9
LS,GLA,FNC,2748.1,1707.6
LS,GLA,KRK,1733.7,1077.2
LS,GLA,PRG,1400.2,870.0
LS,LBA,KRK,1521.6,945.5
LS,MAN,AYT,3130.4,1945.2
LS,MAN,KRK,1556.0,966.8
LS,MAN,MLA,2341.7,1455.1
LS,NCL,FNC,2749.2,1708.2
LS,NCL,FUE,3113.5,1934.6
LS,STN,ACE,2796.0,1737.4
LS,STN,AGP,1731.8,1076.1
LS,STN,ALC,1513.8,940.6
LS,STN,AYT,2911.3,1809.0
LS,STN,FAO,1774.3,1102.5
