NAME,DISCIPLINE,DISCIPLINE_LABEL,CITY,STATE,LAT,LNG
SIMON PANEAK MEMORIAL MUSEUM,GMU,General Museum,ANAKTUVUK PASS,AK,68.24085,-151.89265
ALASKA JEWISH MUSEUM,GMU,General Museum,ANCHORAGE,AK,61.18946,-149.86071
ALASKA MASONIC LIBRARY AND MUSEUM FOUNDATION,GMU,General Museum,ANCHORAGE,AK,61.21833,-149.89456
ALASKA SPORTS HALL OF FAME,GMU,General Museum,ANCHORAGE,AK,61.08741,-149.6926
ALASKA ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",ANCHORAGE,AK,61.12476,-149.79254
ALUTIIQ HERITAGE ENDOWMENT,HSC,Historical Society or Historic Preservation,ANCHORAGE,AK,61.18152,-149.88518
ANCHORAGE MUSEUM,GMU,General Museum,ANCHORAGE,AK,61.21608,-149.8853
IDITAROD NATIONAL HISTORIC TRAIL,HSC,Historical Society or Historic Preservation,ANCHORAGE,AK,61.19811,-149.92363
INTERNATIONAL GALLERY OF CONTEMPORARY ARTS,ART,Art Museum,ANCHORAGE,AK,61.21824,-149.88931
MCKINLEY HISTORICAL SOCIETY & MUSEUM,HSC,Historical Society or Historic Preservation,ANCHORAGE,AK,61.1804,-149.87975
THOMAS PLANETARIUM,SCI,Science & Technology Museum or Planetarium,ANCHORAGE,AK,61.21608,-149.8853
INUPIAT HERITAGE CENTER,GMU,General Museum,BARROW,AK,70.66976,-155.14303
CHUGIAK-EAGLE RIVER HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,CHUGIAK,AK,61.38967,-149.47465
COPPER VALLEY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,COPPER CENTER,AK,61.92025,-145.38294
CORDOVA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,CORDOVA,AK,60.07439,-147.99241
WHITESTONE FARMS,HSC,Historical Society or Historic Preservation,DELTA JUNCTION,AK,64.10761,-145.7709
SAMUEL FOX MUSEUM,GMU,General Museum,DILLINGHAM,AK,59.04004,-158.45869
EAGLE HISTORICAL SOCIETY OF ALASKA,HSC,Historical Society or Historic Preservation,EAGLE,AK,64.78917,-141.20294
EAGLE RIVER NATURE CENTER,BOT,"Arboretum, Botanical Garden, or Nature Center",EAGLE RIVER,AK,61.23644,-149.27332
DOG MUSHING MUSEUM,GMU,General Museum,FAIRBANKS,AK,64.84166,-147.72054
FAIRBANKS CHILDREN'S MUSEUM,CMU,Children's Museum,FAIRBANKS,AK,64.84217,-147.72078
PIONEER MEMORIAL PARK,BOT,"Arboretum, Botanical Garden, or Nature Center",FAIRBANKS,AK,64.83685,-147.76725
TANANA YUKON HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,FAIRBANKS,AK,64.84339,-147.71869
CHILKAT VALLEY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,HAINES,AK,59.24675,-135.47365
HAMMER MUSEUM,HST,History Museum,HAINES,AK,59.24675,-135.47365
JILKAAT KWAAN HERITAGE CENTER,GMU,General Museum,HAINES,AK,59.24675,-135.47365
SHELDON MUSEUM AND CULTURAL CENTER,HST,History Museum,HAINES,AK,59.24675,-135.47365
CENTER FOR ALASKAN COASTAL STUDIES,BOT,"Arboretum, Botanical Garden, or Nature Center",HOMER,AK,59.64585,-151.52423
MUSEUMS ALASKA,GMU,General Museum,HOMER,AK,59.66896,-151.48517
PRATT MUSEUM,ART,Art Museum,HOMER,AK,59.6447,-151.5504
HOPE AND SUNRISE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,HOPE,AK,60.88669,-149.54407
HOPE AND SUNRISE MUSEUM,GMU,General Museum,HOPE,AK,60.88669,-149.54407
CLAUDIA KELSEY DOLL MUSEUM,GMU,General Museum,JUNEAU,AK,58.3005,-134.40561
GASTINEAU CHANNEL HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,JUNEAU,AK,58.30836,-134.39819
GOLDBELT HERITAGE FOUNDATION,HSC,Historical Society or Historic Preservation,JUNEAU,AK,58.33036,-134.47205
JENSEN-OLSON ARBORETUM,BOT,"Arboretum, Botanical Garden, or Nature Center",JUNEAU,AK,58.48383,-134.77955
MARIE DRAKE PLANETARIUM,SCI,Science & Technology Museum or Planetarium,JUNEAU,AK,58.36674,-134.61082
KAKE TRIBAL HERITAGE FOUNDATION,HSC,Historical Society or Historic Preservation,KAKE,AK,56.97824,-133.94876
KASILOF REGIONAL HISTORICAL ASSOCIATION,HSC,Historical Society or Historic Preservation,KASILOF,AK,60.33002,-151.28922
KENAI HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,KENAI,AK,60.58442,-151.23509
OCEANSALASKA,ZAW,"Zoo, Aquarium, or Wildlife Conservation",KETCHIKAN,AK,55.35076,-131.67274
CHILKAT INDIAN VILLAGE,HSC,Historical Society or Historic Preservation,KLUKWAN,AK,59.24675,-135.47365
KODIAK MARITIME MUSEUM AND ART CENTER,ART,Art Museum,KODIAK,AK,57.79263,-152.40165
TOCHAK HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MCGRATH,AK,62.91264,-154.94429
PIONEERS OF ALASKA,HSC,Historical Society or Historic Preservation,NOME,AK,64.49805,-165.41115
PALMER HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PALMER,AK,61.59873,-149.11008
CLAUSEN MEMORIAL MUSEUM,HST,History Museum,PETERSBURG,AK,56.80634,-132.96963
ALASKA SEALIFE CENTER,ZAW,"Zoo, Aquarium, or Wildlife Conservation",SEWARD,AK,60.20885,-149.38716
RESURRECTION BAY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SEWARD,AK,60.20885,-149.38716
SEWARD ASSOCIATION FOR THE ADVANCEMENT OF MARINE SCIENCE,ZAW,"Zoo, Aquarium, or Wildlife Conservation",SEWARD,AK,60.20885,-149.38716
JEWELL GARDENS,BOT,"Arboretum, Botanical Garden, or Nature Center",SKAGWAY,AK,59.45637,-135.31356
SKAGWAY HISTORICAL MUSEUM & ARCHIVES,HSC,Historical Society or Historic Preservation,SKAGWAY,AK,59.45637,-135.31356
SOLDOTNA HISTORICAL SOCIETY AND MUSEUM,HSC,Historical Society or Historic Preservation,SOLDOTNA,AK,60.4771,-151.0871
TALKEETNA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,TALKEETNA,AK,62.1755,-149.90017
MUSEUM OF THE ALEUTIANS,GMU,General Museum,UNALASKA,AK,53.87139,-166.54126
MAXINE & JESSE WHITNEY MUSEUM,GMU,General Museum,VALDEZ,AK,61.10482,-146.21652
VALDEZ MUSEUM AND HISTORICAL ARCHIVE ASSOCIATION,HST,History Museum,VALDEZ,AK,61.10482,-146.21652
IDITAROD TRAIL SLED DOG RACE MUSEUM,GMU,General Museum,WASILLA,AK,61.56479,-149.45177
KNIK MUSEUM,HST,History Museum,WASILLA,AK,61.58245,-149.43945
MUSEUM OF ALASKA TRANSPORTATION AND INDUSTRY,HST,History Museum,WASILLA,AK,61.58414,-149.44139
HENRY COUNTY HISTORICAL GROUP,HSC,Historical Society or Historic Preservation,ABBEVILLE,AL,31.47599,-85.21885
ALBERTVILLE MUSEUM,GMU,General Museum,ALBERTVILLE,AL,34.26948,-86.21514
ANNISTON SOIL PIPE MUSEUM,GMU,General Museum,ANNISTON,AL,33.65864,-85.85943
ARAB HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ARAB,AL,34.32768,-86.49274
COST OF FREEDOM VETERANS MUSEUM,GMU,General Museum,ARAB,AL,34.316,-86.49575
ALFRED HATCH PLACE AT ARCOLA,HSC,Historical Society or Historic Preservation,ARCOLA,AL,32.44977,-87.75734
SAVING OUR FLYING HERITAGE THROUGH A FLYING MUSEUM,HST,History Museum,ARDMORE,AL,34.7146,-86.74156
ALABAMA VETERANS MUSEUM & ARCHIVES,HST,History Museum,ATHENS,AL,34.80672,-86.97072
ALTAR OF THE NEW TESTAMENT AND FOUNDERS HALL,HSC,Historical Society or Historic Preservation,ATHENS,AL,34.80598,-86.96746
DONNELL HOUSE BOARD,HSC,Historical Society or Historic Preservation,ATHENS,AL,34.80508,-86.98225
LIMESTONE COUNTY ALABAMA ARCHIVES,HSC,Historical Society or Historic Preservation,ATHENS,AL,34.80241,-86.97004
WEST JEFFERSON COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BESSEMER,AL,33.3455,-86.9849
81ST ARMY RESERVE COMMAND HISTORICAL HOLDING,GMU,General Museum,BIRMINGHAM,AL,33.43981,-86.84269
9TH AND 10TH (HORSE) CAVALRY ASSOCIATION,HSC,Historical Society or Historic Preservation,BIRMINGHAM,AL,33.5128,-86.81171
A.M. BROWN HOUSE,HSC,Historical Society or Historic Preservation,BIRMINGHAM,AL,33.49719,-86.82681
ALABAMA HISTORICAL RADIO SOCIETY,HSC,Historical Society or Historic Preservation,BIRMINGHAM,AL,33.51784,-86.81185
ALABAMA HUMANITIES FOUNDATION,GMU,General Museum,BIRMINGHAM,AL,33.50116,-86.79191
ALABAMA MENS HALL OF FAME,GMU,General Museum,BIRMINGHAM,AL,33.46411,-86.78814
ARLINGTON ANTEBELLUM HOME & GARDENS,BOT,"Arboretum, Botanical Garden, or Nature Center",BIRMINGHAM,AL,33.50088,-86.83857
ARMED FORCES MUSEUM OF ALABAMA,HST,History Museum,BIRMINGHAM,AL,33.39181,-86.79243
BIRMINGHAM BOTANICAL GARDENS,BOT,"Arboretum, Botanical Garden, or Nature Center",BIRMINGHAM,AL,33.48904,-86.77441
BIRMINGHAM HISTORY CENTER,HST,History Museum,BIRMINGHAM,AL,33.51496,-86.80949
MCWANE SCIENCE CENTER,SCI,Science & Technology Museum or Planetarium,BIRMINGHAM,AL,33.51539,-86.80816
SOUTHERN MUSEUM OF FLIGHT,SCI,Science & Technology Museum or Planetarium,BIRMINGHAM,AL,33.56294,-86.73852
BRIDGEPORT AREA HISTORIC ASSOCIATION,HST,History Museum,BRIDGEPORT,AL,34.94947,-85.71959
BRUNDIDGE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BRUNDIDGE,AL,31.72046,-85.81574
CHOCTAW COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BUTLER,AL,32.0877,-88.21657
HEART OF DIXIE RAILROAD MUSEUM,HST,History Museum,CALERA,AL,33.1092,-86.7499
WASHINGTON COUNTY MUSEUM ASSOCIATION,GMU,General Museum,CHATOM,AL,31.47253,-88.29411
SHELBY COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,COLUMBIANA,AL,33.20482,-86.60898
COURTLAND HERITAGE MUSEUM,HST,History Museum,COURTLAND,AL,34.66655,-87.31032
AMERICAN SPORT ART MUSEUM AND ARCHIVES,ART,Art Museum,DAPHNE,AL,30.63977,-87.9091
OLD METHODIST CHURCH MUSEUM OF DAPHNE,GMU,General Museum,DAPHNE,AL,30.6015,-87.90917
COOKS NATURAL SCIENCE MUSEUM,SCI,Science & Technology Museum or Planetarium,DECATUR,AL,34.58039,-86.98293
OLD STATE BANK,GMU,General Museum,DECATUR,AL,34.60658,-86.98242
CHEAHA STATE PARK,BOT,"Arboretum, Botanical Garden, or Nature Center",DELTA,AL,33.48103,-85.80863
MARENGO COUNTY HISTORY-ARCHIVES,HSC,Historical Society or Historic Preservation,DEMOPOLIS,AL,32.51644,-87.83766
ALABAMA AGRICULTURAL MUSEUM,SCI,Science & Technology Museum or Planetarium,DOTHAN,AL,31.27931,-85.37361
WIREGRASS MUSEUM OF ART,ART,Art Museum,DOTHAN,AL,31.22382,-85.38911
BALDWIN HERITAGE MUSEUM ASSOCIATION,GMU,General Museum,ELBERTA,AL,30.39654,-87.56298
PEA RIVER HISTORICAL & GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,ENTERPRISE,AL,31.31533,-85.85463
EPES HISTORICAL ASSOCIATION,HSC,Historical Society or Historic Preservation,EPES,AL,32.67166,-88.16305
EUFAULA HERITAGE ASSOCIATION,HSC,Historical Society or Historic Preservation,EUFAULA,AL,31.89681,-85.14599
GREENE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,EUTAW,AL,32.84129,-87.89041
FAIRHOPE MUSEUM OF HISTORY,HST,History Museum,FAIRHOPE,AL,30.52517,-87.9029
FAYETTE ART MUSEUM,ART,Art Museum,FAYETTE,AL,33.68726,-87.83088
FLOMATON AREA RAILROAD MUSEUM,GMU,General Museum,FLOMATON,AL,31.026,-87.24941
ALABAMA FAN CLUB AND MUSEUM,GMU,General Museum,FORT PAYNE,AL,34.43359,-85.72543
DEPOT MUSEUM,GMU,General Museum,FORT PAYNE,AL,34.43922,-85.71449
FORT PAYNE DEPOT MUSEUM,GMU,General Museum,FORT PAYNE,AL,34.43922,-85.71449
ARMY AVIATION MUSEUM,GMU,General Museum,FORT RUCKER,AL,31.34936,-85.71978
CENTER FOR CULTURAL ARTS,GMU,General Museum,GADSDEN,AL,34.01391,-86.00513
CENTRAL CARVER FOUNDATION,GMU,General Museum,GADSDEN,AL,34.02423,-86.01404
ETOWAH HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,GADSDEN,AL,34.02262,-86.04895
IMAGINATION PLACE,HSC,Historical Society or Historic Preservation,GADSDEN,AL,34.01391,-86.00513
MARY G. HARDIN CENTER FOR CULTURAL ARTS,SCI,Science & Technology Museum or Planetarium,GADSDEN,AL,34.01391,-86.00513
HANK WILLIAMS MUSEUM AND FESTIVAL,HST,History Museum,GEORGIANA,AL,31.65737,-86.74566
HANK WILLIAMS SENIOR BOYHOOD HOME AND MUSEUM,HST,History Museum,GEORGIANA,AL,31.65737,-86.74566
PICKENS COUNTY GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,GORDO,AL,33.32262,-87.89038
BUTLER COUNTY HISTORICAL & GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,GREENVILLE,AL,31.83257,-86.62734
CLARKE CO HISTORICAL MUSEUM,HSC,Historical Society or Historic Preservation,GROVE HILL,AL,31.68673,-87.78712
FORT MORGAN STATE HISTORIC SITE,HSC,Historical Society or Historic Preservation,GULF SHORES,AL,30.22975,-88.00148
GULF SHORES MUSEUM,GMU,General Museum,GULF SHORES,AL,30.27485,-87.69586
HARTSELLE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,HARTSELLE,AL,34.44638,-86.93179
HOOVER HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,HOOVER,AL,33.40819,-86.85433
ALABAMA COMPANY JAMESTOWNE SOCIETY,HSC,Historical Society or Historic Preservation,HUNTSVILLE,AL,34.6575,-86.52653
ALABAMA CONSTITUTION VILLAGE,HSC,Historical Society or Historic Preservation,HUNTSVILLE,AL,34.72664,-86.57223
ART GALLERIES AT UAH,ART,Art Museum,HUNTSVILLE,AL,34.74054,-86.62928
EARLYWORKS,CMU,Children's Museum,HUNTSVILLE,AL,34.72861,-86.58469
MADISON COUNTY MILITARY HERITAGE,GMU,General Museum,HUNTSVILLE,AL,34.7305,-86.58595
NORTH ALABAMA RAILROAD MUSEUM,HST,History Museum,HUNTSVILLE,AL,34.78365,-86.5462
NORTH ALABAMA SCIENCE CENTER,SCI,Science & Technology Museum or Planetarium,HUNTSVILLE,AL,34.75149,-86.69326
PLANETARIUM,SCI,Science & Technology Museum or Planetarium,HUNTSVILLE,AL,34.71426,-86.65576
SCI-QUEST HANDS-ON SCIENCE CENTER,SCI,Science & Technology Museum or Planetarium,HUNTSVILLE,AL,34.75149,-86.69326
U.S. SPACE & ROCKET CENTER,GMU,General Museum,HUNTSVILLE,AL,34.7138,-86.62841
WALKER COUNTY GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,JASPER,AL,33.82961,-87.27733
THOMAS BASS MUSEUM,GMU,General Museum,LEEDS,AL,33.53302,-86.56749
SUMTER COUNTY HISTORICAL & PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,LIVINGSTON,AL,32.56319,-88.13818
LEE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LOACHAPOKA,AL,32.60443,-85.59934
ALABAMA WOMEN'S HALL OF FAME,GMU,General Museum,MARION,AL,32.63066,-87.31662
PERRY COUNTY HISTORICAL AND PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,MARION,AL,32.63446,-87.31793
IRON & STEEL MUSEUM OF ALABAMA,SCI,Science & Technology Museum or Planetarium,MCCALLA,AL,33.26851,-87.08321
AFRICAN AMERICAN HERITAGE TRAIL,GMU,General Museum,MOBILE,AL,30.68582,-88.04614
EXPLOREUM MUSEUM OF DISCOVERY,SCI,Science & Technology Museum or Planetarium,MOBILE,AL,30.69034,-88.03979
GULF COAST EXPLOREUM SCIENCE CENTER,SCI,Science & Technology Museum or Planetarium,MOBILE,AL,30.69034,-88.03979
HISTORIC RESTORATION SOCIETY,HSC,Historical Society or Historic Preservation,MOBILE,AL,30.69597,-88.10617
MOBILE HISTORIC DEVELOPMENT COMMISSION,HSC,Historical Society or Historic Preservation,MOBILE,AL,30.6708,-88.10646
MOBILE MUSEUM OF ART,ART,Art Museum,MOBILE,AL,30.70401,-88.15462
MUSEUM OF THE CITY OF MOBILE,GMU,General Museum,MOBILE,AL,30.69015,-88.04008
NATIONAL AFRICAN AMERICAN ARCHIVES,GMU,General Museum,MOBILE,AL,30.69693,-88.05651
NATIONAL MARITIME MUSEUM,GMU,General Museum,MOBILE,AL,30.69698,-88.04092
USS ALABAMA BATTLESHIP,GMU,General Museum,MOBILE,AL,30.69095,-88.04483
MONROE COUNTY HERITAGE MUSEUM,HST,History Museum,MONROEVILLE,AL,31.51158,-87.32765
ALDRICH COAL MINE MUSEUM,GMU,General Museum,MONTEVALLO,AL,33.10796,-86.89296
AIR FORCE ENLISTED HERITAGE RESEARCH INSTITUTE/HERITAGE HALL,HST,History Museum,MONTGOMERY,AL,32.40461,-86.25406
ALABAMA CATTLEMAN'S ASSOCIATION MUSEUM�,GMU,General Museum,MONTGOMERY,AL,32.37535,-86.30106
ALABAMA CENTER FOR TRADITIONAL CULTURE,GMU,General Museum,MONTGOMERY,AL,32.37878,-86.30628
ALABAMA DEPARTMENT OF ARCHIVES AND HISTORY,HSC,Historical Society or Historic Preservation,MONTGOMERY,AL,32.37771,-86.291
ALABAMA INDIAN AFFAIRS COMMISSION,GMU,General Museum,MONTGOMERY,AL,32.36698,-86.3057
ALABAMA JUDICIAL DEPARTMENT MUSEUM,GMU,General Museum,MONTGOMERY,AL,32.37744,-86.30496
CHILDREN'S MUSEUM OF ALABAMA,CMU,Children's Museum,MONTGOMERY,AL,32.38083,-86.31088
MONTGOMERY AREA ZOOLOGICAL SOCIETY,ZAW,"Zoo, Aquarium, or Wildlife Conservation",MONTGOMERY,AL,32.42108,-86.27306
MONTGOMERY MUSEUM OF FINE ARTS,ART,Art Museum,MONTGOMERY,AL,32.3526,-86.2087
WHITE HOUSE ASSOCIATION,HST,History Museum,MONTGOMERY,AL,32.37645,-86.29303
LAWRENCE COUNTY HISTORICAL COMMISSION,HSC,Historical Society or Historic Preservation,MOULTON,AL,34.48047,-87.29119
MCDOWELL ENVIRONMENTAL CENTER,BOT,"Arboretum, Botanical Garden, or Nature Center",NAUVOO,AL,34.00155,-87.38654
HISTORIC NORTHPORT,HSC,Historical Society or Historic Preservation,NORTHPORT,AL,33.22819,-87.57759
MUSEUM OF EAST ALABAMA,GMU,General Museum,OPELIKA,AL,32.64708,-85.38025
OPELIKA HISTORIC PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,OPELIKA,AL,32.65391,-85.38525
ORANGE BEACH INDIAN AND SEA,GMU,General Museum,ORANGE BEACH,AL,30.27953,-87.55306
RUSSELL COUNTY HISTORICAL COMMISSION,HSC,Historical Society or Historic Preservation,PHENIX CITY,AL,32.46851,-85.0009
PIEDMONT MUSEUM,GMU,General Museum,PIEDMONT,AL,33.92352,-85.61136
SCOTTSBORO JACKSON HERITAGE CENTER ASSOCIATION,HST,History Museum,SCOTTSBORO,AL,34.67179,-86.03733
ALABAMA ARCHAEOLOGICAL SOCIETY,HST,History Museum,SELMA,AL,32.41318,-87.02711
NATIONAL VOTING RIGHTS MUSEUM AND INSTITUTE,GMU,General Museum,SELMA,AL,32.40298,-87.01724
SELMA-DALLAS COUNTY MUSEUM OF HISTORY AND ARCHIVES,HST,History Museum,SELMA,AL,32.40885,-87.01422
STURDIVANT HALL MUSEUM,HST,History Museum,SELMA,AL,32.41279,-87.02827
SEEMS SCHOOL,HST,History Museum,SEMMES,AL,30.76512,-88.26265
HISTORIC SHELBY ASSOCIATION,HST,History Museum,SHELBY,AL,33.08552,-86.54245
SPRUCE PINE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SPRUCE PINE,AL,34.41417,-87.78503
ISABEL ANDERSON COMER MUSEUM & ARTS CENTER,ART,Art Museum,SYLACAUGA,AL,33.16453,-86.25086
INTERNATIONAL MOTORSPORTS HALL OF FAME & MUSEUM,GMU,General Museum,TALLADEGA,AL,33.43764,-86.10313
CALHOUN FINE ARTS GALLERY,ART,Art Museum,TANNER,AL,34.64853,-86.95033
ALABAMA RURAL HERITAGE CENTER,GMU,General Museum,THOMASTON,AL,32.25179,-87.61395
TROY-PIKE CULTURAL ARTS CENTER,ART,Art Museum,TROY,AL,31.80862,-85.97027
JEMISON-VAN DE GRAAFF MANSION FOUNDATION,HSC,Historical Society or Historic Preservation,TUSCALOOSA,AL,33.20224,-87.56509
MILDRED WARNER HOUSE,HSC,Historical Society or Historic Preservation,TUSCALOOSA,AL,33.2084,-87.56158
TUSCALOOSA COUNTY PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,TUSCALOOSA,AL,33.20494,-87.56643
ALABAMA MUSIC HALL OF FAME,GMU,General Museum,TUSCUMBIA,AL,34.71624,-87.69496
BELLE MONT MANSION,HSC,Historical Society or Historic Preservation,TUSCUMBIA,AL,34.68412,-87.67689
TUSKEGEE HUMAN & CIVIL RIGHTS,GMU,General Museum,TUSKEGEE,AL,32.42215,-85.69088
LAMAR COUNTY GENEALOGICAL AND HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,VERNON,AL,33.75431,-88.10535
ALABAMA RIVER REGION ARTS CENTER,ART,Art Museum,WETUMPKA,AL,32.59985,-86.20616
ELMORE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,WETUMPKA,AL,32.53707,-86.20556
TRAIL OF LEGENDS ASSOCIATION,HST,History Museum,WETUMPKA,AL,32.59985,-86.20616
CRAWFORD COUNTY GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,ALMA,AR,35.47836,-94.22203
CRAWFORD COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ALMA,AR,35.50037,-94.20754
ALTUS HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ALTUS,AR,35.44574,-93.74349
SUGAR CREEK MODEL RAILROAD & HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BELLA VISTA,AR,36.4647,-94.32169
GANN MUSEUM OF SALINE COUNTY,GMU,General Museum,BENTON,AR,34.57625,-92.57741
AMAZEUM,SCI,Science & Technology Museum or Planetarium,BENTONVILLE,AR,36.37326,-94.20715
BENTON COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BENTONVILLE,AR,36.37313,-94.21178
CHILDREN'S MUSEUM OF NORTHWEST ARKANSAS,CMU,Children's Museum,BENTONVILLE,AR,36.37252,-94.20959
COMPTON GARDENS,BOT,"Arboretum, Botanical Garden, or Nature Center",BENTONVILLE,AR,36.37578,-94.20841
NORTHWEST ARKANSAS GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,BENTONVILLE,AR,36.36756,-94.20831
WALMART MUSEUM,GMU,General Museum,BENTONVILLE,AR,36.37271,-94.20916
CARROLL COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BERRYVILLE,AR,36.3663,-93.56431
BOONEVILLE HISTORICAL PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,BOONEVILLE,AR,35.13996,-93.91851
BULL SHOALS HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BULL SHOAL,AR,36.37928,-92.58705
VAN BUREN COUNTY HISTORICAL MUSEUM,HST,History Museum,CLINTON,AR,35.59093,-92.48076
FAULKNER COUNTY MUSEUM,GMU,General Museum,CONWAY,AR,35.08869,-92.44256
DERMOTT HISTORICAL MUSEUM,HSC,Historical Society or Historic Preservation,DERMOTT,AR,33.52779,-91.4346
DESHA COUNTY MUSEUM SOCIETY,GMU,General Museum,DUMAS,AR,33.89026,-91.49718
UNION COUNTY GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,EL DORADO,AR,33.22188,-92.66284
AVIATION CADET MUSEUM,SCI,Science & Technology Museum or Planetarium,EUREKA SPGS,AR,36.43483,-93.69864
FINE ARTS CENTER GALLERY,ART,Art Museum,FAYETTEVILLE,AR,35.84933,-90.67934
WASHINGTON COUNTY ARKANSAS GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,FAYETTEVILLE,AR,36.06189,-94.16435
DALLAS COUNTY MUSEUM,HST,History Museum,FORDYCE,AR,33.81207,-92.41194
NEW ROCKY COMFORT MUSEUM,GMU,General Museum,FOREMAN,AR,33.72916,-94.39718
FORT SMITH AIR MUSEUM,GMU,General Museum,FORT SMITH,AR,35.34538,-94.36021
FORT SMITH REGIONAL ART MUSEUM,ART,Art Museum,FORT SMITH,AR,35.38116,-94.41512
JAMES K BARNES MUSEUM AND TOURIST CENTER,GMU,General Museum,FORT SMITH,AR,35.3796,-94.38085
JANET HUCKABEE ARKANSAS RIVER VALLEY NATURE CENTER (AR GAME & FISH COM.),BOT,"Arboretum, Botanical Garden, or Nature Center",FORT SMITH,AR,35.31944,-94.34078
MILLER COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,FOUKE,AR,33.30256,-93.87752
SOUTH EAST PIKE COUNTY ALLIANCE,HSC,Historical Society or Historic Preservation,FOX,AR,35.71526,-92.27439
PEA RIDGE NATIONAL MILITARY PARK,HSC,Historical Society or Historic Preservation,GARFIELD,AR,36.44272,-94.02593
HOO-HOO MUSEUM,GMU,General Museum,GURDON,AR,33.92408,-93.14267
ASHLEY COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,HAMBURG,AR,33.22708,-91.79489
BOONE COUNTY HERITAGE MUSEUM,GMU,General Museum,HARRISON,AR,36.22893,-93.1124
BOONE COUNTY HISTORICAL & RAILROAD SOCIETY INC 211 WEST RUSH,HST,History Museum,HARRISON,AR,36.22893,-93.1124
CLEBURNE COUNTY HISTORICAL SOCIETY INC TERM,HSC,Historical Society or Historic Preservation,HEBER SPRINGS,AR,35.4926,-92.02771
DELTA CULTURAL CENTER,GMU,General Museum,HELENA,AR,34.52253,-90.58635
GANGSTER MUSEUM OF AMERICA,GMU,General Museum,HOT SPRINGS,AR,34.51181,-93.0541
GARLAND COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,HOT SPRINGS,AR,34.5078,-93.05779
JOSEPHINE TUSSAUD WAX MUSEUM,GMU,General Museum,HOT SPRINGS,AR,34.51711,-93.0541
MELTING POT GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,HOT SPRINGS,AR,34.5038,-93.06074
MUSEUM OF HOT SPRINGS,HST,History Museum,HOT SPRINGS,AR,34.51894,-93.11695
STARLAB PLANETARIUM,SCI,Science & Technology Museum or Planetarium,HOT SPRINGS NATL PARK,AR,34.51894,-93.11695
MADISON COUNTY GENEALOGICAL AND HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,HUNTSVILLE,AR,36.08403,-93.74214
