NAME,DISCIPLINE,DISCIPLINE_LABEL,CITY,STATE,LAT,LNG
OZARK NATURAL SCIENCE CENTER,BOT,"Arboretum, Botanical Garden, or Nature Center",HUNTSVILLE,AR,36.25678,-93.70407
REEDS BRIDGE BATTLEFIELD PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,JACKSONVILLE,AR,34.86646,-92.1222
NEWTON COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,JASPER,AR,36.00821,-93.18699
MUSEUM OF CHICOT COUNTY ARKANSAS,GMU,General Museum,LAKE VILLAGE,AR,33.32333,-91.28455
MUSEUM LEPANTO USA,GMU,General Museum,LEPANTO,AR,35.61255,-90.33062
OZARK HERITAGE ART CENTER & MUSEUM,ART,Art Museum,LESLIE,AR,35.83104,-92.55868
ARKANSAS COUNTRY DOCTOR MUSEUM,HST,History Museum,LINCOLN,AR,35.95004,-94.42464
ARKANSAS AVIATION HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LITTLE ROCK,AR,34.74761,-92.2668
ARKANSAS FALLEN FIREFIGHTERS MEMORIAL,HSC,Historical Society or Historic Preservation,LITTLE ROCK,AR,34.7449,-92.29327
ARKANSAS GOVERNORS MANSION,HSC,Historical Society or Historic Preservation,LITTLE ROCK,AR,34.73098,-92.2763
ARKANSAS SUPREME COURT HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LITTLE ROCK,AR,34.7455,-92.27518
DEPARTMENT OF ARKANSAS HERITAGE,HST,History Museum,LITTLE ROCK,AR,34.74622,-92.27304
EPISPHERE THEATER,SCI,Science & Technology Museum or Planetarium,LITTLE ROCK,AR,34.72555,-92.31089
ERNIE'S MUSEUM ON BLACK ARKANSANS HALL OF FAME AND MUSIC THEATER,GMU,General Museum,LITTLE ROCK,AR,34.73738,-92.27378
ESSE PURSE MUSEUM,ART,Art Museum,LITTLE ROCK,AR,34.73402,-92.27347
L C & DAISY BATES MUSEUM FOUNDATION,GMU,General Museum,LITTLE ROCK,AR,34.7217,-92.28739
LITTLE ROCK ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",LITTLE ROCK,AR,34.7473,-92.32802
LITTLE ROCK ZOOLOGICAL GARDENS,ZAW,"Zoo, Aquarium, or Wildlife Conservation",LITTLE ROCK,AR,34.74694,-92.32913
QUAPAW QUARTER ASSOCIATION OF VILLA MARRE,HSC,Historical Society or Historic Preservation,LITTLE ROCK,AR,34.74294,-92.26424
WILDWOOD PARK FOR THE PERFORMING ARTS,BOT,"Arboretum, Botanical Garden, or Nature Center",LITTLE ROCK,AR,34.78982,-92.47191
LONOKE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LONOKE,AR,34.78382,-91.90148
LONOKE COUNTY MUSEUM,HST,History Museum,LONOKE,AR,34.78382,-91.90143
LOWELL HISTORICAL MUSEUM,HSC,Historical Society or Historic Preservation,LOWELL,AR,36.25783,-94.13187
TRAIL OF TEARS ASSOCIATION,HSC,Historical Society or Historic Preservation,LOWELL,AR,36.24583,-94.1715
GEORGE D HAY COUNTRY MUSIC HALL OF FAME & MUSEUM,GMU,General Museum,MAMMOTH SPRING,AR,36.46293,-91.54586
MARKED TREE DELTA AREA MUSEUM,GMU,General Museum,MARKED TREE,AR,35.53024,-90.41832
CONWAY COUNTY GENEALOGICAL ASSOCIATION,HSC,Historical Society or Historic Preservation,MORRILTON,AR,35.15225,-92.74389
HERITAGE HOUSE MUSEUM OF MONTGOMERY COUNTY,HST,History Museum,MOUNT IDA,AR,34.55149,-93.58108
BAXTER COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MOUNTAIN HOME,AR,36.33547,-92.38287
STONE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MOUNTAIN VIEW,AR,35.86527,-92.11232
CLEVELAND COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,NORMAN,AR,33.94306,-92.10224
HISTORIC PRESERVATION ALLIANCE OF ARKANSAS,HSC,Historical Society or Historic Preservation,NORTH LITTLE ROCK,AR,34.75717,-92.26893
MISSISSIPPI COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,OSCEOLA,AR,35.70268,-89.96956
GREENE COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,PARAGOULD,AR,36.05613,-90.48757
PERRY COUNTY HISTORICAL MUSEUM,HST,History Museum,PERRYVILLE,AR,34.97681,-92.82581
MUSEUM AND STUDY CENTER MATILDA AND KARL PFEIFFER,GMU,General Museum,PIGGOTT,AR,36.38575,-90.20107
COTTON BELT RAIL HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PINE BLUFF,AR,34.22917,-91.98583
LUM & ABNER MUSEUM & JOT 'EM DOWN STORE,GMU,General Museum,PINE RIDGE,AR,34.01303,-93.3173
POTTS INN MUSEUM,GMU,General Museum,POTTSVILLE,AR,35.24975,-93.04777
PRAIRIE GROVE BATTLEFIELD PARK,HSC,Historical Society or Historic Preservation,PRAIRIE GROVE,AR,35.98262,-94.30999
NEVADA COUNTY DEPOT AND MUSEUM,GMU,General Museum,PRESCOTT,AR,33.79965,-93.38431
POOR RICHARD'S ART,ART,Art Museum,ROGERS,AR,36.34207,-94.09416
PLANTATION AGRICULTURE MUSEUM,GMU,General Museum,SCOTT,AR,34.69462,-92.08195
GRANT COUNTY MUSEUM FOUNDATION,GMU,General Museum,SHERIDAN,AR,34.29827,-92.40213
SILOAM SPRINGS MUSEUM SOCIETY,GMU,General Museum,SILOAM SPGS,AR,36.18564,-94.54003
NATIONAL MUSEUM OF HEALTH AND MEDICINE,GMU,General Museum,SILVER SPRING,AR,39.0096,-77.05252
ARKANSAS MUSEUM OF NATURAL RESOURCES,GMU,General Museum,SMACKOVER,AR,33.33022,-92.70309
ARTS CENTER OF THE OZARKS,ART,Art Museum,SPRINGDALE,AR,36.18414,-94.13233
ART CENTER OF GRAND PRAIRIE,ART,Art Museum,STUTTGART,AR,34.4923,-91.55385
TONITOWN MUSEUM,GMU,General Museum,TONTITOWN,AR,36.17646,-94.23286
RIVER VALLEY MUSEUM OF VAN BUREN,HST,History Museum,VAN BUREN,AR,35.43734,-94.35076
SOUTHWEST ARK REGIONAL ARCHIVES,GMU,General Museum,WASHINGTON,AR,33.79774,-93.63071
CROSS COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,WYNNE,AR,35.22347,-90.78564
AJO HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,AJO,AZ,32.36256,-112.8721
SUPERSTITION MOUNTAIN HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,APACHE JCT,AZ,33.42223,-111.54773
BISBEE COUNCIL ON THE ARTS & HUMANITIES,HST,History Museum,BISBEE,AZ,31.40365,-109.90657
NATIONAL MUSEUM OF KNITTING,GMU,General Museum,BISBEE,AZ,31.40365,-109.90657
BLACK CANYON HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BLACK CANYON CITY,AZ,34.07475,-112.1387
BUCKEYE MUSEUM,HST,History Museum,BUCKEYE,AZ,33.39445,-112.55101
COLORADO RIVER HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BULLHEAD CITY,AZ,35.15327,-114.56741
COLORADO RIVER MUSEUMS,GMU,General Museum,BULLHEAD CITY,AZ,35.16714,-114.53429
CAMP VERDE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,CAMP VERDE,AZ,34.56227,-111.85311
FORT VERDE STATE HISTORIC PARK,HSC,Historical Society or Historic Preservation,CAMP VERDE,AZ,34.56395,-111.85105
CAVE CREEK MUSEUM,HST,History Museum,CAVE CREEK,AZ,33.83384,-111.94336
ARIZONA RAILWAY MUSEUM,GMU,General Museum,CHANDLER,AZ,33.30463,-111.83867
ZELMA BASHA SALMERI GALLERY OF WESTERN AMERICAN AND AMERICAN INDIAN ART,ART,Art Museum,CHANDLER,AZ,33.24326,-111.85834
CLARKDALE HISTORICAL SOCIETY AND MUSEUM,HSC,Historical Society or Historic Preservation,CLARKDALE,AZ,34.75492,-112.05514
COOLIDGE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,COOLIDGE,AZ,32.97444,-111.51671
HIGH DESERT HERITAGE MUSEUM,HST,History Museum,CORDES LAKES,AZ,34.3214,-112.11654
INTERNATIONAL ACADEMY OF NATURAL SCIENCE,NAT,Natural History or Natural Science Museum,COTTONWOOD,AZ,34.72305,-112.00484
VERDE HISTORICAL MUSEUM,HSC,Historical Society or Historic Preservation,COTTONWOOD,AZ,34.73992,-112.02742
PRIDE SOCIETY,HSC,Historical Society or Historic Preservation,DUNCAN,AZ,32.83536,-109.1579
ARBORETUM AT FLAGSTAFF,BOT,"Arboretum, Botanical Garden, or Nature Center",FLAGSTAFF,AZ,35.15751,-111.73454
ARIZONA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,FLAGSTAFF,AZ,35.22355,-111.65579
GRAND CANYON HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,FLAGSTAFF,AZ,35.20847,-111.61224
MCFARLAND HISTORICAL STATE PARK,HSC,Historical Society or Historic Preservation,FLORENCE,AZ,33.01916,-111.35848
PINAL COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,FLORENCE,AZ,33.04836,-111.40765
PINAL COUNTY HISTORICAL SOCIETY MUSEUM,HSC,Historical Society or Historic Preservation,FLORENCE,AZ,33.04836,-111.40765
FORT HUACHUCA MUSEUM,GMU,General Museum,FORT HUACHUCA,AZ,31.55259,-110.35049
HUACHUCA MUSEUM SOCIETY,HSC,Historical Society or Historic Preservation,FORT HUACHUCA,AZ,31.55454,-110.27246
U.S. ARMY MILITARY INTELLIGENCE HISTORICAL CENTER,GMU,General Museum,FORT HUACHUCA,AZ,31.55259,-110.35049
RED PUEBLO MUSEUM AND HERITAGE PARK,BOT,"Arboretum, Botanical Garden, or Nature Center",FREDONIA,AZ,36.90357,-112.75448
GILBERT HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,GILBERT,AZ,33.34945,-111.78966
BEAD MUSEUM,GMU,General Museum,GLENDALE,AZ,33.53993,-112.18279
GLENDALE ARIZONA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,GLENDALE,AZ,33.57645,-112.19062
GLENDALE XERISCAPE DEMONSTRATION GARDEN,BOT,"Arboretum, Botanical Garden, or Nature Center",GLENDALE,AZ,33.57821,-112.18779
HISTORIC SAHUARO RANCH,HSC,Historical Society or Historic Preservation,GLENDALE,AZ,33.57645,-112.19062
GILA COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,GLOBE,AZ,33.40766,-110.79332
JAMES WILLARD SCHULTZ - LONE WOLF MUSEUM,GMU,General Museum,GREER,AZ,33.5479,-111.95373
JEROME HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,JEROME,AZ,34.74987,-112.11387
JEROME STATE HISTORIC PARK,HSC,Historical Society or Historic Preservation,JEROME,AZ,34.74987,-112.11387
LAKE HAVASU GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,LAKE HAVASU CITY,AZ,34.47542,-114.32857
PINETOP LAKESIDE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LAKESIDE,AZ,34.15297,-109.97683
LITCHFIELD PARK HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,LITCHFIELD PARK,AZ,33.50828,-112.39282
MARANA HERITAGE CONSERVANCY,HSC,Historical Society or Historic Preservation,MARANA,AZ,32.44827,-111.21143
MARICOPA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,MARICOPA,AZ,33.06297,-112.01212
I.D.E.A. MUSEUM,CMU,Children's Museum,MESA,AZ,33.41696,-111.83571
MESA CITY SPORTS HALL OF FAME,GMU,General Museum,MESA,AZ,33.4147,-111.82929
MESA HISTORICAL AND ARCHEOLOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,MESA,AZ,33.41478,-111.82988
BULLION PLAZA CULTURAL CENTER & MUSEUM,HST,History Museum,MIAMI,AZ,33.39646,-110.87103
ANZA SOCIETY,HSC,Historical Society or Historic Preservation,ORO VALLEY,AZ,32.42622,-110.95903
JOHN WESLEY POWELL MEMORIAL MUSEUM,GMU,General Museum,PAGE,AZ,36.91375,-111.46716
PARKER AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PARKER,AZ,34.14757,-114.28754
NORTHERN GILA COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PAYSON,AZ,34.25432,-111.29443
NORTHERN GILA COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PAYSON,AZ,34.25825,-111.27972
PEEPLES VALLEY-YARNELL HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PEEPLES VALLEY,AZ,34.24373,-112.73654
PEORIA ARIZONA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PEORIA,AZ,33.57891,-112.23768
WEST VALLEY ART MUSEUM,ART,Art Museum,PEORIA,AZ,33.57722,-112.2415
ARIZONA POPULAR CULTURE MUSEUM AND MUSIC ARCHIVE,GMU,General Museum,PHOENIX,AZ,33.67876,-111.97725
DORRANCE PLANETARIUM,SCI,Science & Technology Museum or Planetarium,PHOENIX,AZ,33.44833,-112.06619
FORT TUTHILL MILITARY MUSEUM,GMU,General Museum,PHOENIX,AZ,33.55917,-112.09537
MARICOPA COUNTY JUSTICE MUSEUM & LEARNING CENTER FOUNDATION,HST,History Museum,PHOENIX,AZ,33.4576,-112.07159
MARTIN AUTO MUSEUM,GMU,General Museum,PHOENIX,AZ,33.64709,-112.11417
PHOENIX TROLLEY MUSEUM,GMU,General Museum,PHOENIX,AZ,33.4576,-112.07159
PHOENIX ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",PHOENIX,AZ,33.44922,-111.94794
SONORAN DESERT NATIONAL MONUMENT,HSC,Historical Society or Historic Preservation,PHOENIX,AZ,33.45377,-112.0739
TOVREA CARRARO SOCIETY,HSC,Historical Society or Historic Preservation,PHOENIX,AZ,33.45095,-111.9752
EASTERN ARIZONA MUSEUM & HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PIMA,AZ,32.89468,-109.84893
PINE-STRAWBERRY ARCHEOLOGICAL AND HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,PINE,AZ,34.38606,-111.4547
PHIPPEN ART MUSEUM,ART,Art Museum,PRESCOTT,AZ,34.47137,-112.42997
PRESCOTT ANIMAL PARK,ZAW,"Zoo, Aquarium, or Wildlife Conservation",PRESCOTT,AZ,34.61475,-112.4455
SMOKI MUSEUM,GMU,General Museum,PRESCOTT,AZ,34.54397,-112.45921
THE SPOT... A CHILD'S MUSEUM,CMU,Children's Museum,PRESCOTT,AZ,34.55139,-112.41077
VOLANTE ACADEMY OF ARTS,ART,Art Museum,PRESCOTT VALL,AZ,34.58593,-112.32168
WOMEN'S AIRFORCE SERVICE PILOTS MUSEUM,HST,History Museum,QUARTZSITE,AZ,33.66642,-114.2174
GREEN VALLEY GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,SAHUARITA,AZ,31.93593,-110.99003
AFRICAN AMERICAN MULTICULTURAL MUSEUM,HST,History Museum,SCOTTSDALE,AZ,33.45481,-111.92598
HOUSE OF BROADCASTING,HST,History Museum,SCOTTSDALE,AZ,33.49852,-111.92664
SEDONA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SEDONA,AZ,34.87888,-111.76115
SHOW LOW HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SHOW LOW,AZ,34.25274,-110.03623
SHOW LOW HISTORICAL SOCIETY MUSEUM,HSC,Historical Society or Historic Preservation,SHOW LOW,AZ,34.25274,-110.03623
COCOPAH TRIBAL MUSEUM,GMU,General Museum,SOMERTON,AZ,32.60801,-114.73587
CASA MALPAIS ARCHAEOLOGICAL PARK & MUSEUM,GMU,General Museum,SPRINGERVILLE,AZ,34.13276,-109.28224
WHITE MOUNTAIN HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SPRINGERVILLE,AZ,34.12912,-109.27754
APACHE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ST JOHNS,AZ,34.5065,-109.37764
SUPERIOR HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,SUPERIOR,AZ,33.28835,-111.10267
ASU CENTER FOR METEORITE STUDIES,GMU,General Museum,TEMPE,AZ,33.41828,-111.93118
SOUTHWEST CENTER FOR EDUCATION & THE NATURAL ENVIRONMENT (SCENE),GMU,General Museum,TEMPE,AZ,33.41828,-111.93118
TEMPE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,TEMPE,AZ,33.45059,-111.93528
GRAHAM COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,THATCHER,AZ,32.8492,-109.75713
TUBAC HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,TUBAC,AZ,31.61326,-111.04793
AGUA CALIENTE,HSC,Historical Society or Historic Preservation,TUCSON,AZ,32.27952,-110.72825
ARIZONA-SONORA DESERT MUSEUM,ZAW,"Zoo, Aquarium, or Wildlife Conservation",TUCSON,AZ,32.24639,-111.18003
CHILDREN'S MUSEUM TUCSON,CMU,Children's Museum,TUCSON,AZ,32.21985,-110.96869
CHINESE CULTURAL CENTER,GMU,General Museum,TUCSON,AZ,32.20523,-110.94673
FLANDRAU SCIENCE CENTER & PLANETARIUM/UA MINERAL MUSEUM,SCI,Science & Technology Museum or Planetarium,TUCSON,AZ,32.23796,-110.95667
JEWISH HISTORY MUSEUM,HSC,Historical Society or Historic Preservation,TUCSON,AZ,32.21418,-110.9705
KITT PEAK NATIONAL OBSERVATORY VISITOR CENTER,SCI,Science & Technology Museum or Planetarium,TUCSON,AZ,31.91459,-111.86762
MINIATURE MEMORIES,GMU,General Museum,TUCSON,AZ,32.24333,-110.88073
REID PARK ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",TUCSON,AZ,32.21008,-110.91997
ROBLES RANCH,GMU,General Museum,TUCSON,AZ,32.077,-111.31273
SONORAN ARTHROPOD STUDIES,GMU,General Museum,TUCSON,AZ,32.27284,-110.97821
T-REX MUSEUM,GMU,General Museum,TUCSON,AZ,32.26505,-110.983
TUCSON MUSICIANS MUSEUM,GMU,General Museum,TUCSON,AZ,32.23421,-111.0034
TUCSON PRESIDIO,HSC,Historical Society or Historic Preservation,TUCSON,AZ,32.22064,-110.9685
WINSLOW HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,WINSLOW,AZ,35.02371,-110.6977
ARIZONA HISTORICAL SOCIETY RIO COLORADO DIVISION,HSC,Historical Society or Historic Preservation,YUMA,AZ,32.72335,-114.61968
YUMA PROVING GROUND HERITAGE CENTER,GMU,General Museum,YUMA,AZ,32.75558,-114.38327
RICHMOND MUSEUM OF HISTORY,HST,History Museum,400 NEVIN AVE,CA,37.93673,-122.36566
AIRCRAFT CARRIER HORNET FOUNDATION,HST,History Museum,ALAMEDA,CA,37.77442,-122.28445
ALAMEDA ARCHITECTURAL PRESERVATION,HSC,Historical Society or Historic Preservation,ALAMEDA,CA,37.77008,-122.25876
ALAMEDA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ALAMEDA,CA,37.76375,-122.24466
ALAMEDA THEATRE,HSC,Historical Society or Historic Preservation,ALAMEDA,CA,37.7647,-122.24389
CALIFORNIA HISTORICAL RADIO SOCIETY,HSC,Historical Society or Historic Preservation,ALAMEDA,CA,37.76633,-122.24813
PACIFIC PINBALL MUSEUM,HSC,Historical Society or Historic Preservation,ALAMEDA,CA,37.77365,-122.27675
ALHAMBRA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ALHAMBRA,CA,34.09861,-118.1401
UNDERGROUND GOLD MINERS OF CALIFORNIA MUSEUM,HST,History Museum,ALLEGHANY,CA,39.47224,-120.84325
ALPINE HISTORICAL AND CONSERVATION SOCIETY,HSC,Historical Society or Historic Preservation,ALPINE,CA,32.82392,-116.77573
ANAHEIM MUSEUM,HST,History Museum,ANAHEIM,CA,33.83443,-117.91356
MUZEO MUSEUM AND CULTURAL CENTER,GMU,General Museum,ANAHEIM,CA,33.83443,-117.91356
ANGELS CAMP MUSEUM,GMU,General Museum,ANGELS CAMP,CA,38.06414,-120.5901
EL CAMPANIL THEATRE PRESERVATION FOUNDATION,HSC,Historical Society or Historic Preservation,ANTIOCH,CA,38.01699,-121.81388
HAMILTON MUSEUM AND RANCH FOUNDATION,GMU,General Museum,ANZA,CA,33.53524,-116.66979
APTOS MUSEUM,GMU,General Museum,APTOS,CA,36.97875,-121.91016
ARCADIA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ARCADIA,CA,34.14125,-118.03018
DENNIS K WALKER GREENHOUSE,GMU,General Museum,ARCATA,CA,40.82968,-124.05804
HUMBOLDT STATE UNIV. NATURAL HISTORY MUSEUM,NAT,Natural History or Natural Science Museum,ARCATA,CA,40.87149,-124.08465
HUMBOLDT STATE UNIVERSITY NATURAL HISTORY MUSEUM,SCI,Science & Technology Museum or Planetarium,ARCATA,CA,40.87257,-124.0847
LOGGING MUSEUM,HST,History Museum,ARNOLD,CA,38.28868,-120.30555
ARTESIA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ARTESIA,CA,33.86251,-118.08454
CHARLES PADDOCK ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",ATASCADERO,CA,35.48153,-120.67152
ATWATER HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,ATWATER,CA,37.34727,-120.60086
JOSS HOUSE MUSEUM,HST,History Museum,AUBURN,CA,38.89358,-121.07768
JOSS HOUSE MUSEUM & CHINESE HISTORY CENTER,HST,History Museum,AUBURN,CA,38.89358,-121.07768
OLD TOWN AUBURN PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,AUBURN,CA,38.89657,-121.078
PLACER COUNTY HISTORICAL MUSEUM FOUNDATION,HSC,Historical Society or Historic Preservation,AUBURN,CA,38.93897,-121.10354
CATALINA ISLAND CONSERVANCY,BOT,"Arboretum, Botanical Garden, or Nature Center",AVALON,CA,33.34283,-118.32763
CATALINA ISLAND MUSEUM,HST,History Museum,AVALON,CA,33.34283,-118.32763
BAKERSFIELD ART ASSOCIATION & GALLERY,ART,Art Museum,BAKERSFIELD,CA,35.37549,-119.02012
BAKERSFIELD MINERAL MITES,NAT,Natural History or Natural Science Museum,BAKERSFIELD,CA,35.35367,-119.06317
BAKERSFIELD MUSEUM OF ART,ART,Art Museum,BAKERSFIELD,CA,35.37678,-119.00897
FIRE MEMORIES MUSEUM,GMU,General Museum,BANNING,CA,33.93308,-116.93535
GILMAN RANCH MUSEUM,GMU,General Museum,BANNING,CA,33.92462,-116.89659
WESTERN AMERICA RAILROAD MUSEUM,GMU,General Museum,BARSTOW,CA,34.90493,-117.02669
COUNTY OF LOS ANGELES FIRE MUSEUM ASSOCIATION,GMU,General Museum,BELLFLOWER,CA,33.88624,-118.12471
ARTS BENICIA,GMU,General Museum,BENICIA,CA,38.04516,-122.13687
BERKELEY ARCHITECTURAL HERITAGE ASSOCIATION,HSC,Historical Society or Historic Preservation,BERKELEY,CA,37.8672,-122.26312
LAWRENCE HALL OF SCIENCE PLANETARIUM,SCI,Science & Technology Museum or Planetarium,BERKELEY,CA,37.86701,-122.26051
PIEDMONT WAY,HSC,Historical Society or Historic Preservation,BERKELEY,CA,37.8692,-122.25932
UC BERKELEY ART MUSEUM,ART,Art Museum,BERKELEY,CA,37.86917,-122.25501
BIG BEAR VALLEY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BIG BEAR CITY,CA,34.25608,-116.83026
BIG SUR HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BIG SUR,CA,36.16273,-121.70032
DEETJENS,HSC,Historical Society or Historic Preservation,BIG SUR,CA,36.59593,-121.89536
BISHOP MUSEUM AND HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BISHOP,CA,37.36143,-118.3994
OWENS VALLEY PAIUTE-SHOSHONE CULTURAL CENTER,GMU,General Museum,BISHOP,CA,37.36143,-118.3994
BLUE LAKE MUSEUM SOCIETY,GMU,General Museum,BLUE LAKE,CA,40.9561,-123.8701
BLUFF CITY HISTORICAL PRESERVATION ASSOCIATION,HSC,Historical Society or Historic Preservation,BOLINAS,CA,37.90937,-122.70111
BOLINAS MUSEUM,GMU,General Museum,BOLINAS,CA,37.90937,-122.70111
BREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BREA,CA,33.91117,-117.90309
OLINDA OIL MUSEUM AND TRAIL,GMU,General Museum,BREA,CA,33.92268,-117.89473
EAST CONTIA COSTA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BRENTWOOD,CA,37.93546,-121.70741
BUELLTON HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,BUELLTON,CA,34.61673,-120.19802
BURBANK AVIATION MUSEUM,GMU,General Museum,BURBANK,CA,34.18729,-118.34897
GENEALOGICAL SOCIETY OF HISPANIC AMERICA - SOUTHERN CALIFORNIA,HSC,Historical Society or Historic Preservation,BURBANK,CA,34.19929,-118.32786
PENINSULA MUSEUM OF ART,ART,Art Museum,BURLINGAME,CA,37.59454,-122.38015
LEONIS ADOBE ASSOCIATION,HST,History Museum,CALABASAS,CA,34.15725,-118.63976
PASTEL SOCIETY OF THE GOLD COAST,ART,Art Museum,CAMARILLO,CA,34.22229,-119.04259
PLEASANT VALLEY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,CAMARILLO,CA,34.22371,-119.06975
CAMBRIA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,CAMBRIA,CA,35.56363,-121.08175
MARINE CORPS MECHANIZED MUSEUM,GMU,General Museum,CAMP PENDLETON NORTH,CA,33.29123,-117.30124
ARTS HABITAT,ART,Art Museum,CARMEL,CA,36.53934,-121.90593
CARMEL HERITAGE,HSC,Historical Society or Historic Preservation,CARMEL,CA,36.562,-121.8964
CENTER FOR PHOTOGRAPHIC ART,GMU,General Museum,CARMEL,CA,36.53222,-121.88571
INTERNATIONAL SACRED ARTS MUSEUM,GMU,General Museum,CARMEL,CA,36.56364,-121.9163
ROBINSON JEFFERS TOR HOUSE,HSC,Historical Society or Historic Preservation,CARMEL,CA,36.54306,-121.93238
CAYUCOS ART ASSOCIATION VETS HALL CAYUCOS DR & OCEAN FRONT,ART,Art Museum,CAYUCOS,CA,35.44907,-120.90813
NEVADA COUNTY GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,CEDAR RIDGE,CA,39.19807,-121.01896
SURPRISE VALLEY COMMUNITY AND VISITOR CENTER,HSC,Historical Society or Historic Preservation,CEDARVILLE,CA,41.528,-120.17199
